,links,names,ratings,price for one,cuisine
135,https://www.zomato.com/visakhapatnam/ssp-food-paradise-marripalem-vizag/order,SSP Food Paradise,3.4,₹100 for one,"Fast Food, Pizza, Sandwich, Chinese, Burger, Beverages"
136,https://www.zomato.com/visakhapatnam/khichdi-kompany-gajuwaka-vizag/order,Khichdi Kompany,-,₹100 for one,Healthy Food
137,https://www.zomato.com/visakhapatnam/mr-samosa-madhavadhara-vizag/order,Mr. Samosa,4.3,₹100 for one,Street Food
138,https://www.zomato.com/visakhapatnam/r-k-restaurant-nad-junction-vizag/order,R K Restaurant,3.8,₹100 for one,"Andhra, North Indian, Chinese, Biryani"
139,https://www.zomato.com/visakhapatnam/zoop-cafe-gajuwaka-vizag/order,Zoop Cafe,3.1,₹100 for one,"Burger, Pizza, Fast Food, Street Food, Shake, Tea, Beverages"
140,https://www.zomato.com/visakhapatnam/royal-pizzeria-nad-junction-vizag/order,Royal Pizzeria,3.8,₹100 for one,Pizza
141,https://www.zomato.com/visakhapatnam/signature-bistro-1-gajuwaka-vizag/order,Signature Bistro,4.2,₹100 for one,"North Indian, Chinese, Biryani, Seafood, Fast Food"
142,https://www.zomato.com/visakhapatnam/sahaja-hotel-green-apple-gajuwaka-vizag/order,Sahaja - Hotel Green Apple,4.1,₹100 for one,"South Indian, North Indian, Chinese, Biryani, Fast Food, Desserts, Beverages"
143,https://www.zomato.com/visakhapatnam/andhra-meal-co-gajuwaka-vizag/order,Andhra Meal Co,-,₹100 for one,"Andhra, Desserts"
144,https://www.zomato.com/visakhapatnam/deveesh-food-point-3-nad-junction-vizag/order,Deveesh Food Point,-,₹100 for one,South Indian
145,https://www.zomato.com/visakhapatnam/bunnies-burger-gajuwaka-vizag/order,Bunnies Burger,4.2,₹100 for one,Burger
146,https://www.zomato.com/visakhapatnam/s-r-biryani-jagadamba-junction-vizag/order,S R Biryani,New,₹100 for one,"Biryani, Chinese"
147,https://www.zomato.com/visakhapatnam/millet-zone-gajuwaka-vizag/order,Millet Zone,4.0,₹100 for one,South Indian
